STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SECTOR,Institutional sector,EDITION,Edition,CATEGORY,Category,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,PRICE_BASE,Price base,BASE_PER,Base period
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CRI,Costa Rica,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2012,,-1195.843,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CRI,Costa Rica,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2013,,-1913.895,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CRI,Costa Rica,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2014,,-1117.894,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CRI,Costa Rica,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2015,,-2077.076,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CRI,Costa Rica,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2009,,-1853.269,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CRI,Costa Rica,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2010,,-3883.888,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CRI,Costa Rica,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2011,,-3266.88,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CRI,Costa Rica,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2008,,-1178.303,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CRI,Costa Rica,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2007,,504.696,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CRI,Costa Rica,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2021,,-2217.955,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CRI,Costa Rica,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2022,,477.231,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CRI,Costa Rica,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2023,,-1440.593,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CRI,Costa Rica,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2016,,-2151.543,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CRI,Costa Rica,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2017,,-3476.199,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CRI,Costa Rica,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2018,,-3077.504,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CRI,Costa Rica,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2019,,-3604.95,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CZE,Czechia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2012,,-12132.776,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CZE,Czechia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2013,,-4234.169,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CZE,Czechia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2014,,-7214.869,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CZE,Czechia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2015,,-2394.293,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CZE,Czechia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2009,,-15784.119,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CZE,Czechia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2010,,-12222.282,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CZE,Czechia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2011,,-8321.953,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CZE,Czechia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2008,,-5799.142,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CZE,Czechia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2007,,-1833.954,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CZE,Czechia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2021,,-24861.546,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CZE,Czechia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2022,,-16935.165,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CZE,Czechia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2023,,-21708.948,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CZE,Czechia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2024,,-13246.081,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CZE,Czechia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2016,,2637.412,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CZE,Czechia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2017,,6087.25,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CZE,Czechia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2018,,3901.62,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,CZE,Czechia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2019,,1376.408,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,DNK,Denmark,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2012,,-8014.134,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,DNK,Denmark,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2013,,-2483.397,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,DNK,Denmark,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2014,,3858.542,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,DNK,Denmark,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2015,,-2488.02,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,DNK,Denmark,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2009,,-6143.291,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,DNK,Denmark,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2010,,-6018.717,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,DNK,Denmark,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2011,,-4370.995,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,DNK,Denmark,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2008,,7887.713,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,DNK,Denmark,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2007,,11337.78,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,DNK,Denmark,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2021,,16732.111,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,DNK,Denmark,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2022,,15733.894,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,DNK,Denmark,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2023,,14497.12,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,DNK,Denmark,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2024,,20803.71,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,DNK,Denmark,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2016,,897.617,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,DNK,Denmark,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2017,,5381.945,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,DNK,Denmark,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2018,,2687.261,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,DNK,Denmark,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2019,,15089.798,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,EST,Estonia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2012,,-136.26,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,EST,Estonia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2013,,-79.82,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,EST,Estonia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2014,,332.897,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,EST,Estonia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2015,,97.314,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,EST,Estonia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2009,,-746.42,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,EST,Estonia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2010,,-121.245,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,EST,Estonia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2011,,203.675,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,EST,Estonia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2008,,-806.157,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,EST,Estonia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2007,,800.462,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,EST,Estonia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2021,,-1513.2,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,EST,Estonia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2022,,-692.67,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,EST,Estonia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2023,,-2012.411,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,EST,Estonia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2024,,-998.872,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,EST,Estonia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2016,,-36.185,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,EST,Estonia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2017,,-239.107,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,EST,Estonia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2018,,-283.245,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,EST,Estonia,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2019,,-58.825,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,FIN,Finland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2012,,-4744.11,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,FIN,Finland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2013,,-5668.482,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,FIN,Finland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2014,,-6795.56,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,FIN,Finland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2015,,-5620.912,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,FIN,Finland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2009,,-5030.518,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,FIN,Finland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2010,,-5378.445,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,FIN,Finland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2011,,-2229.23,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,FIN,Finland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2008,,8901.192,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,FIN,Finland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2007,,10231.071,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,FIN,Finland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2021,,-8346.204,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,FIN,Finland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2022,,-610.916,,A,Normal value,6,Millions,V,Current prices,,
DATAFLOW,OECD.GOV.GIP:DSD_GOV@DF_GOV_PF_YU(1.0),"Public finance main indicators - government at a glance, yearly updates",I,A,Annual,FIN,Finland,GNLB,Government fiscal balance,USD_PPP,"US dollars, PPP converted",S13,General government,YU,Yearly updates,PF,Public finance,2023,,-10271.467,,A,Normal value,6,Millions,V,Current prices,,
